,department1,year,term,enrollment,name_key1,course_title,Course_Workload_Rating,Course_Overall_Rating
1503,ECON,2012,spring,12.0,ECON 980S,The Historical Origins of Middle Eastern Development,2.3,4.1
1504,ECON,2012,spring,7.0,ECON 980W,Policy Options in Health and Environmental Economics,2.0,3.8
1505,ECON,2012,spring,9.0,ECON 985A,Research in Microeconomics,3.7,3.2
1506,ECON,2012,spring,4.0,ECON 985C,Research in Labor Economics,4.0,3.5
1507,ECON,2012,spring,9.0,ECON 985E,Research in Macroeconomics,4.0,3.6
1508,ECON,2012,spring,6.0,ECON 985F,Research in International Trade and Finance,2.4,4.0
1509,ECON,2012,spring,8.0,ECON 985H,Research in Financial Markets,4.0,3.4
1510,ECON,2012,spring,9.0,ECON 985K,Research in Public Economics,3.3,3.7
1511,ECON,2012,spring,5.0,ECON 990,Tutorial - Senior Year,2.3,4.0
1514,ENG-SCI,2012,spring,16.0,ENG-SCI 115,Mathematical Modeling,2.6,3.4
1515,ENG-SCI,2012,spring,43.0,ENG-SCI 120,Introduction to the Mechanics of Solids,2.9,3.4
1516,ENG-SCI,2012,spring,59.0,ENG-SCI 121,Introduction to Optimization: Models and Methods,3.1,3.8
1517,ENG-SCI,2012,spring,36.0,ENG-SCI 123,Introduction to Fluid Mechanics and Transport Processes,3.8,1.7
1518,ENG-SCI,2012,spring,22.0,ENG-SCI 128,Computational Solid and Structural Mechanics,2.9,4.4
1519,ENG-SCI,2012,spring,10.0,ENG-SCI 130,Tissue Engineering,2.8,3.9
1520,ENG-SCI,2012,spring,21.0,ENG-SCI 150,Introduction to Probability with Engineering Applications,2.7,4.5
1521,ENG-SCI,2012,spring,18.0,ENG-SCI 151,Applied Electromagnetism,3.9,4.2
1522,ENG-SCI,2012,spring,11.0,ENG-SCI 153,Laboratory Electronics,3.8,4.6
1523,ENG-SCI,2012,spring,13.0,ENG-SCI 156,Signals and Systems,3.2,3.4
1524,ENG-SCI,2012,spring,8.0,ENG-SCI 173,Introduction to Electronic and Photonic Devices,2.2,4.9
1525,ENG-SCI,2012,spring,11.0,ENG-SCI 1,Introduction to Engineering Sciences,2.6,2.5
1526,ENG-SCI,2012,spring,30.0,ENG-SCI 20,How to Create Things and Have Them Matter,2.4,3.6
1527,ENG-SCI,2012,spring,9.0,ENG-SCI 226R,Special Topics in Neural Engineering: Learning and Memory in Neural Systems,1.8,3.7
1528,ENG-SCI,2012,spring,16.0,ENG-SCI 227,Medical Device Design,4.1,3.9
1529,ENG-SCI,2012,spring,14.0,ENG-SCI 228,Biomaterials,2.1,3.7
1530,ENG-SCI,2012,spring,10.0,ENG-SCI 230,Advanced Tissue Engineering,3.5,3.4
1531,ENG-SCI,2012,spring,21.0,ENG-SCI 231,Energy Technology,3.2,4.0
1532,ENG-SCI,2012,spring,8.0,ENG-SCI 242R,Solid Mechanics: Advanced Seminar,3.0,4.5
1533,ENG-SCI,2012,spring,8.0,ENG-SCI 264,Advanced Aqueous and Environmental Chemistry,2.6,4.2
1534,ENG-SCI,2012,spring,10.0,ENG-SCI 265,Advanced Water Treatment,2.0,4.1
1535,ENG-SCI,2012,spring,14.0,ENG-SCI 274,Quantum Technology I,3.0,4.2
1536,ENG-SCI,2012,spring,8.0,ENG-SCI 298R,Quantum Electronics and Photonics,2.7,4.7
1537,ENG-SCI,2012,spring,71.0,ENG-SCI 50,Introduction to Electrical Engineering,2.4,4.5
1538,ENG-SCI,2012,spring,23.0,ENG-SCI 51,Computer-Aided Machine Design,2.3,3.9
1539,ENG-SCI,2012,spring,45.0,ENG-SCI 6,Environmental Science and Technology,1.8,3.1
1540,ENG-SCI,2012,spring,36.0,ENG-SCI 96,Engineering Problem Solving and Design Project,4.1,2.9
1541,ENGLISH,2012,spring,35.0,ENGLISH 110,An Introductory Humanities Colloquium,3.2,4.8
1542,ENGLISH,2012,spring,18.0,ENGLISH 115B,Chaucer: The Canterbury Tales,2.1,4.5
1543,ENGLISH,2012,spring,89.0,ENGLISH 121CG,Shakespeare After Hamlet,1.9,3.7
1544,ENGLISH,2012,spring,7.0,ENGLISH 125M,The Metaphysical Poets,1.3,4.5
1545,ENGLISH,2012,spring,13.0,ENGLISH 141,The 18th-Century English Novel,2.6,4.3
1546,ENGLISH,2012,spring,30.0,ENGLISH 153,The Comic Enlightenment,2.4,4.0
1547,ENGLISH,2012,spring,265.0,ENGLISH 156,Crime and Horror in Victorian Literature and Culture,2.0,4.1
1548,ENGLISH,2012,spring,64.0,ENGLISH 165,"Proust, Joyce, Woolf: Aestheticism and Modernism",2.8,4.3
1549,ENGLISH,2012,spring,98.0,ENGLISH 168D,Postwar American and British Fiction,2.1,3.8
1550,ENGLISH,2012,spring,29.0,ENGLISH 179J,"Alice, Henry, and William James",2.6,4.3
1551,ENGLISH,2012,spring,10.0,ENGLISH 182A,American Drama: 1787 to the Present,1.9,4.5
1552,ENGLISH,2012,spring,19.0,ENGLISH 199A,Literature and Memory,2.6,4.2
1553,ENGLISH,2012,spring,6.0,ENGLISH 210,Early Middle English Identities: Graduate Seminar,2.2,4.5
1554,ENGLISH,2012,spring,10.0,ENGLISH 211,The Making of the Early English Canon 1350-1950: Graduate Seminar,3.2,4.6
1555,ENGLISH,2012,spring,9.0,ENGLISH 229S,Spenser: Graduate Seminar,3.0,4.5
1556,ENGLISH,2012,spring,6.0,ENGLISH 256N,The Victorian Novel: Graduate Seminar,3.2,4.5
1557,ENGLISH,2012,spring,13.0,ENGLISH 260,The Outer Edge of the Novel: Graduate Seminar,2.7,4.3
1558,ENGLISH,2012,spring,9.0,ENGLISH 268,The Poetry of Wallace Stevens: Graduate Seminar,2.8,5.0
1559,ENGLISH,2012,spring,7.0,ENGLISH 40,Arrivals,2.4,4.4
1560,ENGLISH,2012,spring,9.0,ENGLISH 54,Poets: English Romantic Poets,2.2,4.0
1561,ENGLISH,2012,spring,24.0,ENGLISH 59,Poets: The American Lyric,2.1,4.1
1562,ENGLISH,2012,spring,27.0,ENGLISH 60,Diffusions: Fictions of America,2.4,3.6
1563,ENGLISH,2012,spring,18.0,ENGLISH 65,"Place, space and region: Seminar",2.9,3.7
1564,ENGLISH,2012,spring,14.0,ENGLISH 90DD,Dickens: The Early Years: Seminar,2.5,4.3
1565,ENGLISH,2012,spring,10.0,ENGLISH 90EA,Interracial Encounters in Contemporary Ethnic American Narratives: Seminar,2.1,4.7
1566,ENGLISH,2012,spring,22.0,ENGLISH 90KW,The American Civil War: Seminar,2.4,4.5
1567,ENGLISH,2012,spring,9.0,ENGLISH 90N,"Gender, Sex, and Marriage in the Age of Enlightenment: Seminar",2.2,3.9
1568,ENGLISH,2012,spring,10.0,ENGLISH 90QO,T.S. Eliot: Seminar,3.0,5.0
1569,ENGLISH,2012,spring,17.0,ENGLISH 90QP,20th-Century American Poetry: Seminar,2.5,4.5
1570,ENGLISH,2012,spring,7.0,ENGLISH 90SA,The Idea of a Theatre: Seminar,2.4,5.0
1571,ENGLISH,2012,spring,10.0,ENGLISH 90SM,Renaissance Theatricality: Shakespeare and his Contemporaries,2.0,4.4
1572,ENGLISH,2012,spring,4.0,ENGLISH 90WM,Paradise Lost: World-Making in the Seventeenth Century,1.5,5.0
1573,ENGLISH,2012,spring,10.0,ENGLISH 90WW,Poetry of the First World War: Seminar,2.6,4.8
1574,ENGLISH,2012,spring,15.0,ENGLISH 90XA,The Contemporary Novel in English: Seminar,2.2,5.0
1575,ENGLISH,2012,spring,29.0,ENGLISH 98R,Tutorial - Junior Year,2.9,4.6
1576,ENGLISH,2012,spring,12.0,ENGLISH CALR,Dramatic Screenwriting II: Workshop,2.5,4.5
1577,ENGLISH,2012,spring,6.0,ENGLISH CAMR,Advanced Playwriting: Production Workshop,2.0,4.8
1578,ENGLISH,2012,spring,12.0,ENGLISH CAPR,Poetry Workshop,2.7,5.0
1579,ENGLISH,2012,spring,12.0,ENGLISH CHCR,Poetry Workshop,1.7,4.7
1580,ENGLISH,2012,spring,6.0,ENGLISH CKR,Introduction to Playwriting,2.2,4.6
1581,ENGLISH,2012,spring,12.0,ENGLISH CLR,Dramatic Screenwriting I,2.5,4.9
1582,ENGLISH,2012,spring,12.0,ENGLISH CNFR,Introduction to Creative Nonfiction,2.2,4.7
1583,ENGLISH,2012,spring,11.0,ENGLISH CNNR,Advanced Creative Nonfiction,2.2,4.9
1584,ENGLISH,2012,spring,10.0,ENGLISH CPWR,Poetry Workshop,2.3,5.0
1585,ENGLISH,2012,spring,12.0,ENGLISH CRR,Fiction Writing,1.9,5.0
1586,ENGLISH,2012,spring,12.0,ENGLISH CTR,Advanced Fiction Writing,2.2,4.8
1587,ENGLISH,2012,spring,11.0,ENGLISH CWAR,Advanced Fiction Workshop,2.2,4.8
1588,ENGLISH,2012,spring,11.0,ENGLISH CWFR,Introductory Fiction Workshop,1.9,4.7
1593,ETHRSON,2012,spring,128.0,ETHRSON 11,Human Rights: A Philosophical Introduction,2.0,3.6
1594,ETHRSON,2012,spring,22.0,ETHRSON 12,Political Justice and Political Trials,1.6,3.0
1595,ETHRSON,2012,spring,51.0,ETHRSON 20,"Self, Serenity, and Vulnerability: West and East",2.1,3.9
1596,ETHRSON,2012,spring,16.0,ETHRSON 24,Bioethics,1.9,3.1
1597,ETHRSON,2012,spring,52.0,ETHRSON 31,The Philosopher and the Tyrant,2.1,3.6
1598,EXPOS,2012,spring,13.0,EXPOS 20.003,Expository Writing 20,2.4,4.0
1599,EXPOS,2012,spring,15.0,EXPOS 20.004,Expository Writing 20,2.5,3.5
1600,EXPOS,2012,spring,15.0,EXPOS 20.006,Expository Writing 20,1.7,4.0
1601,EXPOS,2012,spring,15.0,EXPOS 20.013,Expository Writing 20,2.0,4.3
1602,EXPOS,2012,spring,15.0,EXPOS 20.020,Expository Writing 20,2.1,4.1
1603,EXPOS,2012,spring,15.0,EXPOS 20.021,Expository Writing 20,1.9,3.3
1604,EXPOS,2012,spring,15.0,EXPOS 20.045,Expository Writing 20,2.3,4.3
1605,EXPOS,2012,spring,15.0,EXPOS 20.048,Expository Writing 20,2.1,4.4
1606,EXPOS,2012,spring,15.0,EXPOS 20.049,Expository Writing 20,2.0,4.4
1607,EXPOS,2012,spring,14.0,EXPOS 20.052,Expository Writing 20,1.6,3.7
1608,EXPOS,2012,spring,15.0,EXPOS 20.053,Expository Writing 20,1.9,3.7
1609,EXPOS,2012,spring,14.0,EXPOS 20.061,Expository Writing 20,2.4,4.0
1610,EXPOS,2012,spring,15.0,EXPOS 20.064,Expository Writing 20,2.1,3.9
1611,EXPOS,2012,spring,15.0,EXPOS 20.065,Expository Writing 20,2.3,4.2
1612,EXPOS,2012,spring,14.0,EXPOS 20.068,Expository Writing 20,2.1,4.5
1613,EXPOS,2012,spring,16.0,EXPOS 20.069,Expository Writing 20,2.2,3.9
1614,EXPOS,2012,spring,15.0,EXPOS 20.072,Expository Writing 20,2.4,4.1
1615,EXPOS,2012,spring,15.0,EXPOS 20.073,Expository Writing 20,1.9,4.1
1616,EXPOS,2012,spring,15.0,EXPOS 20.078,Expository Writing 20,2.3,3.9
1617,EXPOS,2012,spring,15.0,EXPOS 20.081,Expository Writing 20,2.4,3.6
1618,EXPOS,2012,spring,14.0,EXPOS 20.082,Expository Writing 20,2.4,3.8
1619,EXPOS,2012,spring,15.0,EXPOS 20.083,Expository Writing 20,2.3,4.2
1620,EXPOS,2012,spring,13.0,EXPOS 20.086,Expository Writing 20,2.1,3.8
1621,EXPOS,2012,spring,15.0,EXPOS 20.089,Expository Writing 20,2.1,4.7
1622,EXPOS,2012,spring,15.0,EXPOS 20.090,Expository Writing 20,1.8,4.4
1623,EXPOS,2012,spring,12.0,EXPOS 20.095,Expository Writing 20,2.6,4.1
1624,EXPOS,2012,spring,12.0,EXPOS 20.096,Expository Writing 20,2.2,3.8
1625,EXPOS,2012,spring,15.0,EXPOS 20.099,Expository Writing 20,1.9,3.5
1626,EXPOS,2012,spring,15.0,EXPOS 20.100,Expository Writing 20,2.0,3.9
1627,EXPOS,2012,spring,15.0,EXPOS 20.103,Expository Writing 20,3.0,4.5
1628,EXPOS,2012,spring,14.0,EXPOS 20.104,Expository Writing 20,3.0,4.6
1629,EXPOS,2012,spring,15.0,EXPOS 20.113,Expository Writing 20,2.0,4.5
1630,EXPOS,2012,spring,14.0,EXPOS 20.114,Expository Writing 20,2.2,3.7
1631,EXPOS,2012,spring,15.0,EXPOS 20.121,Expository Writing 20,2.6,4.3
1632,EXPOS,2012,spring,15.0,EXPOS 20.122,Expository Writing 20,2.3,4.5
1633,EXPOS,2012,spring,16.0,EXPOS 20.123,Expository Writing 20,1.9,3.6
1634,EXPOS,2012,spring,15.0,EXPOS 20.127,Expository Writing 20,2.5,4.1
1635,EXPOS,2012,spring,15.0,EXPOS 20.128,Expository Writing 20,2.3,4.5
1636,EXPOS,2012,spring,15.0,EXPOS 20.129,Expository Writing 20,2.4,4.0
1637,EXPOS,2012,spring,14.0,EXPOS 20.130,Expository Writing 20,2.6,4.1
1638,EXPOS,2012,spring,14.0,EXPOS 20.133,Expository Writing 20,2.0,3.8
1639,EXPOS,2012,spring,13.0,EXPOS 20.134,Expository Writing 20,2.5,4.1
1640,EXPOS,2012,spring,15.0,EXPOS 20.137,Expository Writing 20,2.8,4.0
1641,EXPOS,2012,spring,14.0,EXPOS 20.138,Expository Writing 20,2.4,4.3
1642,EXPOS,2012,spring,15.0,EXPOS 20.140,Expository Writing 20,2.1,4.7
1643,EXPOS,2012,spring,15.0,EXPOS 20.141,Expository Writing 20,2.3,4.4
1644,EXPOS,2012,spring,16.0,EXPOS 20.144,Expository Writing 20,2.7,3.1
1645,EXPOS,2012,spring,14.0,EXPOS 20.145,Expository Writing 20,2.5,3.4
1646,EXPOS,2012,spring,14.0,EXPOS 20.148,Expository Writing 20,1.7,3.4
1647,EXPOS,2012,spring,13.0,EXPOS 20.149,Expository Writing 20,1.8,3.8
1648,EXPOS,2012,spring,14.0,EXPOS 20.152,Expository Writing 20,2.0,3.6
1649,EXPOS,2012,spring,16.0,EXPOS 20.153,Expository Writing 20,1.9,3.1
1650,EXPOS,2012,spring,15.0,EXPOS 20.160,Expository Writing 20,2.2,4.1
1651,EXPOS,2012,spring,15.0,EXPOS 20.161,Expository Writing 20,2.5,3.9
1652,EXPOS,2012,spring,14.0,EXPOS 20.162,Expository Writing 20,2.3,4.2
1653,EXPOS,2012,spring,15.0,EXPOS 20.163,Expository Writing 20,2.4,4.4
1654,EXPOS,2012,spring,15.0,EXPOS 20.164,Expository Writing 20,2.4,4.1
1655,EXPOS,2012,spring,15.0,EXPOS 20.165,Expository Writing 20,2.1,4.2
1656,EXPOS,2012,spring,15.0,EXPOS 20.166,Expository Writing 20,2.4,3.6
1657,EXPOS,2012,spring,15.0,EXPOS 20.167,Expository Writing 20,2.6,4.4
1658,EXPOS,2012,spring,14.0,EXPOS 20.168,Expository Writing 20,1.8,4.0
1659,EXPOS,2012,spring,14.0,EXPOS 20.169,Expository Writing 20,2.2,4.6
1660,EXPOS,2012,spring,13.0,EXPOS 20.170,Expository Writing 20,1.7,4.2
1661,EXPOS,2012,spring,14.0,EXPOS 20.171,Expository Writing 20,2.8,3.7
1662,EXPOS,2012,spring,10.0,EXPOS 20.172,Expository Writing 20,1.9,4.1
1663,EXPOS,2012,spring,15.0,EXPOS 20.173,Expository Writing 20,2.1,4.3
1664,EXPOS,2012,spring,15.0,EXPOS 20.174,Expository Writing 20,2.3,4.1
1665,EXPOS,2012,spring,15.0,EXPOS 20.175,Expository Writing 20,2.5,4.4
1666,EXPOS,2012,spring,43.0,EXPOS 40,Public Speaking Practicum,1.8,4.5
1687,FRSEMR,2012,spring,8.0,FRSEMR 21O,The Neurophysiology of Visual Perception,1.1,5.0
1688,FRSEMR,2012,spring,10.0,FRSEMR 21Q,Biological Impostors: Mimicry and Camouflage in Nature,1.2,4.8
1689,FRSEMR,2012,spring,9.0,FRSEMR 21W,"Research at the Harvard Forest: Global Change Ecology-Forests, Ecosystem Function, the Future",1.0,4.9
1690,FRSEMR,2012,spring,3.0,FRSEMR 22J,Seeing by Spectroscopy,1.0,4.0
1691,FRSEMR,2012,spring,7.0,FRSEMR 22W,Environmental Epigenetics,1.0,3.4
1692,FRSEMR,2012,spring,3.0,FRSEMR 23E,The Scientific Method: A Roadmap to Knowledge,2.0,4.7
1693,FRSEMR,2012,spring,12.0,FRSEMR 23K,Insights from Narratives of Illness,1.5,4.8
1694,FRSEMR,2012,spring,15.0,FRSEMR 23L,"Medicine, Law, and Ethics: An Introduction",1.3,5.0
1695,FRSEMR,2012,spring,6.0,FRSEMR 23Y,All Physics in 13 Days,1.0,4.7
1696,FRSEMR,2012,spring,14.0,FRSEMR 24K,The Surprising Science of Happiness,1.1,4.5
1697,FRSEMR,2012,spring,9.0,FRSEMR 24U,"How Did I Get Here? Appreciating ""Normal"" Child Development",1.0,4.9
1698,FRSEMR,2012,spring,11.0,FRSEMR 24W,"Minds, Brains, and Computers: The Philosophy of Artificial Intelligence",1.1,4.8
1699,FRSEMR,2012,spring,8.0,FRSEMR 25P,Neurotoxicology: Biological Effects of Environmental Poisons,1.0,4.2
1700,FRSEMR,2012,spring,14.0,FRSEMR 26F,Dreams: Our Mind by Night,1.1,3.6
1701,FRSEMR,2012,spring,10.0,FRSEMR 26S,Mathematical Structures and Gödel's Completeness Theorem,1.0,3.3
1702,FRSEMR,2012,spring,14.0,FRSEMR 26W,The Biology and Science of Cancer and Its Treatments: From Empiric to Scientific to Humanistic,1.0,4.5
1703,FRSEMR,2012,spring,5.0,FRSEMR 27F,Is Privacy Dead? Does It Matter?,2.0,4.2
1704,FRSEMR,2012,spring,4.0,FRSEMR 27G,Microbes and the Media,1.0,4.8
1705,FRSEMR,2012,spring,11.0,FRSEMR 30O,What is College and What is It For?,1.1,4.8
1706,FRSEMR,2012,spring,7.0,FRSEMR 32U,H. P. Lovecraft,1.8,4.4
1707,FRSEMR,2012,spring,10.0,FRSEMR 32V,The Art of Storytelling,1.3,4.9
1708,FRSEMR,2012,spring,4.0,FRSEMR 32X,Topics in Indo-Tibetan Buddhism,1.2,4.2
1709,FRSEMR,2012,spring,11.0,FRSEMR 33G,Eloquence Personified: How To Speak Like Cicero,1.4,3.1
1710,FRSEMR,2012,spring,12.0,FRSEMR 34Z,"Pressing the Page: Making Art with Letters, Paper & Ink",1.0,4.8
1711,FRSEMR,2012,spring,7.0,FRSEMR 35O,Archives of Childhood: Growing Up with the United States,1.4,3.8
1712,FRSEMR,2012,spring,10.0,FRSEMR 35S,"Movement and Meaning: Dance, Culture, and Identity in the 20th Century",1.3,4.3
1713,FRSEMR,2012,spring,7.0,FRSEMR 37S,"Tea Parties: Race, Populism, and Politics in U.S. History",1.3,4.1
1714,FRSEMR,2012,spring,12.0,FRSEMR 37W,The Worlds of Alexander the Great,1.6,4.8
1715,FRSEMR,2012,spring,10.0,FRSEMR 38I,Morality: That Peculiar Institution,1.6,4.6
1716,FRSEMR,2012,spring,2.0,FRSEMR 38N,Dead and Loving It?: The Cult of the Saints in the Late Antique and Medieval Eastern Mediterranean,2.0,5.0
1717,FRSEMR,2012,spring,4.0,FRSEMR 38U,Sex and Decadence in Fin-de-Siècle Literature,1.8,4.5
1718,FRSEMR,2012,spring,8.0,FRSEMR 38X,Work: an Audio/Visual Exploration,2.8,4.9
1719,FRSEMR,2012,spring,15.0,FRSEMR 40I,The Supreme Court in U.S. History,1.9,4.7
1720,FRSEMR,2012,spring,14.0,FRSEMR 40J,Advice to Young Leaders,1.6,4.8
1721,FRSEMR,2012,spring,9.0,FRSEMR 42K,Comparative Law and Religion,1.6,4.1
1722,FRSEMR,2012,spring,13.0,FRSEMR 42N,Comparative National Security of Middle Eastern Countries,1.6,4.1
1723,FRSEMR,2012,spring,5.0,FRSEMR 44J,The Aztecs and Maya: 2012 and Beyond,1.4,5.0
1724,FRSEMR,2012,spring,12.0,FRSEMR 44N,"Communication, Advocacy, and Public Affairs",1.5,4.6
1725,FRSEMR,2012,spring,8.0,FRSEMR 45G,"Human, Animals, and Cyborgs",1.4,5.0
1726,FRSEMR,2012,spring,4.0,FRSEMR 45U,Suicide and Violence: a Public Health Perspective,1.2,4.2
1727,FRSEMR,2012,spring,12.0,FRSEMR 45Z,Imagining the American Suburb Post-World War II,1.7,4.3
1728,FRSEMR,2012,spring,7.0,FRSEMR 46J,Freedom of Expression: Is It the Primary Right? The Divide Between Europe and the United States,1.4,4.3
1729,FRSEMR,2012,spring,6.0,FRSEMR 46N,Beyond the Great Immigration Debate,1.8,3.8
1730,FRSEMR,2012,spring,12.0,FRSEMR 46W,Leadership and Negotiation,1.6,4.2
1731,FRSEMR,2012,spring,9.0,FRSEMR 47P,Just Friends: I Don't Love You Like That,1.4,4.7
1732,FRSEMR,2012,spring,2.0,FRSEMR 47Z,Picturing the Great War: Visual Culture in World War I,2.5,5.0
1733,FRSEMR,2012,spring,5.0,FRSEMR 48E,"Gender, Health, and Mental Health",1.2,4.2
1734,FRSEMR,2012,spring,6.0,FRSEMR 48P,Islam and Revolution: From Algerian Independence to the Arab Revolution,3.0,4.5
1735,FRSEMR,2012,spring,10.0,FRSEMR 48S,"Schools, Selves, and Society",1.6,4.7
1753,GOV,2012,spring,5.0,GOV 1009,Advanced Geographical Information Systems Workshop,2.4,4.0
1754,GOV,2012,spring,11.0,GOV 1013,Election Polling and Public Opinion,1.9,4.3
1755,GOV,2012,spring,14.0,GOV 1016,Spatial Models for Social and Environmental Policy,2.6,4.0
1756,GOV,2012,spring,53.0,GOV 1061,The History of Modern Political Philosophy,2.5,4.5
1757,GOV,2012,spring,28.0,GOV 1092,Progressive Alternatives: Institutional Reconstruction Today,1.7,3.9
1758,GOV,2012,spring,140.0,GOV 1093,"Ethics, Biotechnology, and the Future of Human Nature",2.1,3.7
1759,GOV,2012,spring,23.0,GOV 10,Foundations of Political Theory,2.5,4.4
1760,GOV,2012,spring,9.0,GOV 1109,Comparative Institutional Design,2.1,4.2
1761,GOV,2012,spring,11.0,GOV 1187,The Political Economy of Europe and the Eurozone: Domestic and International Aspects,2.2,4.4
1762,GOV,2012,spring,24.0,GOV 1203,Capitalism and Democracy in Central and Eastern Europe,2.1,4.1
1763,GOV,2012,spring,10.0,GOV 1270,Government and Politics of Modern Japan,2.1,4.3
1764,GOV,2012,spring,92.0,GOV 1295,Comparative Politics in Latin America,2.4,4.6
1765,GOV,2012,spring,279.0,GOV 1310,Introduction to Congress,1.9,2.7
1766,GOV,2012,spring,74.0,GOV 1358,Presidential Power in the United States,2.2,4.0
1767,GOV,2012,spring,129.0,GOV 1372,Political Psychology,2.1,3.9
1768,GOV,2012,spring,111.0,GOV 1732,The Origins of Modern Wars,2.4,4.3
1769,GOV,2012,spring,37.0,GOV 1780,International Political Economy,2.3,3.9
1770,GOV,2012,spring,53.0,GOV 1790,American Foreign Policy,1.9,3.4
1771,GOV,2012,spring,52.0,GOV 2001,Advanced Quantitative Research Methodology,3.1,4.0
1772,GOV,2012,spring,6.0,GOV 2006,Formal Models of Domestic Politics,2.3,4.5
1773,GOV,2012,spring,11.0,GOV 2008,Experimental Political Science,2.6,4.6
1774,GOV,2012,spring,8.0,GOV 2009,Methods of Political Analysis,2.8,4.3
1775,GOV,2012,spring,5.0,GOV 2094,Kant and Kantianism,2.5,4.2
1776,GOV,2012,spring,16.0,GOV 2098,Moral Values in Political Science,1.3,2.8
1777,GOV,2012,spring,7.0,GOV 2099,Locke,2.5,4.7
1778,GOV,2012,spring,15.0,GOV 2105,Comparative Politics: Field Seminar,3.8,3.7
1779,GOV,2012,spring,7.0,GOV 2213,Comparative Politics of Post-Socialism,2.8,4.5
1780,GOV,2012,spring,12.0,GOV 2285,Political Science and China,4.0,4.7
1781,GOV,2012,spring,15.0,GOV 2340B,Social Policy lI,2.8,2.7
1782,GOV,2012,spring,8.0,GOV 2474,Approaches to the Study of the US Congress: Models and Methods,2.4,4.7
1783,GOV,2012,spring,8.0,GOV 2576,Racial and Ethnic Politics in the United States,3.0,4.3
1784,GOV,2012,spring,9.0,GOV 2710,International Relations: Field Seminar,3.0,4.2
1785,GOV,2012,spring,9.0,GOV 2735,Empirical Models in International Relations,2.2,4.2
1786,GOV,2012,spring,11.0,GOV 2782,State Failure and Civil War,3.1,4.4
1787,GOV,2012,spring,15.0,GOV 3005,Research Workshop in International Relations,1.0,4.0
1788,GOV,2012,spring,93.0,GOV 30,American Government: A New Perspective,1.9,3.2
1789,GOV,2012,spring,40.0,GOV 40,International Conflict and Cooperation,2.2,3.8
1790,GOV,2012,spring,15.0,GOV 90BW,Markets and Morals,2.2,4.8
1791,GOV,2012,spring,16.0,GOV 90DA,"Democracy, Alienation, and Muslims in the West",2.5,4.7
1792,GOV,2012,spring,9.0,GOV 90HU,Human Rights Scholars Seminar,2.0,4.7
1793,GOV,2012,spring,8.0,GOV 90SA,Political and Social Movements in the Modern Middle East,2.3,4.9
1794,GOV,2012,spring,6.0,GOV 94AL,Global Distributive Justice,2.8,4.5
1795,GOV,2012,spring,6.0,GOV 94SM,Political Regimes around the World,2.3,4.3
1796,GOV,2012,spring,186.0,GOV 97,Tutorial - Sophomore Year,2.4,3.6
1797,GOV,2012,spring,11.0,GOV 98IA,Sino-US Relations in an Era of Rising Chinese Power,3.0,4.6
1798,GOV,2012,spring,7.0,GOV 98JK,International Organizations in the Twentieth Century and Beyond,2.0,4.7
1799,GOV,2012,spring,13.0,GOV 98QA,Community in America,3.3,4.5
1840,HIST,2012,spring,15.0,HIST 1045,Crusade and Jihad in the Medieval Mediterranean,2.1,3.9
1841,HIST,2012,spring,11.0,HIST 1167,The Protestant Reformation,1.3,3.7
1842,HIST,2012,spring,5.0,HIST 1213,"The Evangelical Tradition, c. 1700-2000",2.2,5.0
1843,HIST,2012,spring,15.0,HIST 1257,History of European Capitalism: Conference Course,2.8,3.6
1844,HIST,2012,spring,32.0,HIST 1266,"Central Europe, 1789-1918: Empires, Nations, States",2.2,4.3
1845,HIST,2012,spring,1.0,HIST 1275,"Industrialization, Nature and Sustainability in Europe, ca 1750 - 2000",0.0,5.0
1846,HIST,2012,spring,40.0,HIST 1301,Western Intellectual History II: The Prehistory of Modern Thought,2.1,4.6
1847,HIST,2012,spring,19.0,HIST 1326,The Frankfurt School and Religion: Conference Course,2.8,4.5
1848,HIST,2012,spring,19.0,HIST 1404,The American Revolution: Conference Course,2.7,4.6
1849,HIST,2012,spring,60.0,HIST 1433,American Populisms: Thomas Jefferson to Rush Limbaugh,2.3,4.5
1850,HIST,2012,spring,36.0,HIST 1441,History of the US West,2.1,4.4
1851,HIST,2012,spring,34.0,HIST 1505,The History of Mexico 1810-2011,2.1,4.2
