Course,term,year,department,Enrollment,Workload,Overall
AFRAMER 90R: African Language Tutorials,spring,2013,AFRAMER,10,2.0,3.8
AFRAMER 97: Sophomore Tutorial,spring,2013,AFRAMER,15,2.0,4.5
ANE 228: The History and Archaeology of Jerusalem,spring,2013,ANE,5,1.8,4.2
"ANTHRO 1025R: Museum Anthropology, Thinking with Objects: Kayaks: Seminar",spring,2013,ANTHRO,9,1.9,4.2
ANTHRO 1035: Human Roots: Paleolithic Archaeology of the Old World,spring,2013,ANTHRO,6,2.4,3.8
ANTHRO 1095: Urban Revolutions: Archaeology and the Investigation of Early States,spring,2013,ANTHRO,35,1.3,3.8
ANTHRO 1155: Before Baghdad: Cities of Ancient Mesopotamia,spring,2013,ANTHRO,10,2.0,4.2
ANTHRO 1190: Encountering the Conquistadors,spring,2013,ANTHRO,87,1.5,4.1
"ANTHRO 1250: The Pyramids of Giza: Technology, Archaeology, History: Seminar",spring,2013,ANTHRO,17,1.5,4.5
ANTHRO 1600: The Ethnographic Encounter:  An Introduction to Social Anthropology,spring,2013,ANTHRO,28,2.1,3.8
ANTHRO 1610: Ethnographic Research Methods,spring,2013,ANTHRO,19,2.1,3.9
ANTHRO 1732: China Through Ethnography and Film: Seminar,spring,2013,ANTHRO,11,2.6,4.6
ANTHRO 1755: Creole Pop Iconographies,spring,2013,ANTHRO,13,1.9,4.0
ANTHRO 1795: The Politics of Language and Identity in Latin America,spring,2013,ANTHRO,7,1.8,3.3
ANTHRO 1808: Anthropology of Tourism: East Asia,spring,2013,ANTHRO,20,1.8,4.0
ANTHRO 1882: The Woman and the Body,spring,2013,ANTHRO,74,1.7,3.4
ANTHRO 1975: Culture and Social Relations,spring,2013,ANTHRO,9,2.3,4.4
ANTHRO 2240: Archaeology of Production: Seminar,spring,2013,ANTHRO,6,4.0,4.8
ANTHRO 2650B: History and Theory of Social Anthropology: Proseminar,spring,2013,ANTHRO,10,4.2,4.9
ANTHRO 2682: Anthropology of Urbanism: Japan in Comparative Perspective,spring,2013,ANTHRO,6,2.3,3.7
"ANTHRO 2688: The Frankfurt School, Film, and Popular Culture",spring,2013,ANTHRO,10,3.4,4.5
"ANTHRO 2695: Design Anthropology: Objects, Landscapes, Cities",spring,2013,ANTHRO,6,2.4,3.8
ANTHRO 2722: Sonic Ethnography,spring,2013,ANTHRO,13,3.4,4.7
ANTHRO 2745: Psychological Approaches to the Anthropology of Subjectivity,spring,2013,ANTHRO,9,3.3,4.3
"ANTHRO 2765: Gender in Conflict: Violence, Militarism and War",spring,2013,ANTHRO,6,3.0,4.6
ANTHRO 97Z: Sophomore Tutorial in Social Anthropology,spring,2013,ANTHRO,25,2.5,3.3
APCOMP 274: Computational Fluid Dynamics,spring,2013,APCOMP,10,3.4,4.6
APCOMP 298R: Interdisciplinary Seminar in Computational Science & Engineering,spring,2013,APCOMP,12,1.3,4.4
APMTH 105: Ordinary and Partial Differential Equations,spring,2013,APMTH,150,2.8,3.3
APMTH 106: Applied Algebra,spring,2013,APMTH,22,2.9,3.4
APMTH 107: Graph Theory and Combinatorics,spring,2013,APMTH,30,2.9,3.5
APMTH 111: Introduction to Scientific Computing,spring,2013,APMTH,33,2.9,3.5
APMTH 120: Applicable Linear Algebra,spring,2013,APMTH,11,2.1,3.0
APMTH 202: Physical Mathematics II,spring,2013,APMTH,23,3.2,4.1
APMTH 206: Advanced Applied Algebra,spring,2013,APMTH,10,2.0,4.0
APMTH 207: Advanced Scientific Computing: Stochastic Optimization Methods,spring,2013,APMTH,39,3.6,3.5
APMTH 215: Fundamentals of Biological Signal Processing,spring,2013,APMTH,9,3.4,4.5
APMTH 21B: Mathematical Methods in the Sciences,spring,2013,APMTH,107,2.5,3.0
APMTH 222: Stochastic Modeling,spring,2013,APMTH,11,2.8,4.0
APMTH 231: Decision Theory,spring,2013,APMTH,3,2.3,2.0
APMTH 50: Introduction to Applied Mathematics,spring,2013,APMTH,49,1.4,3.7
"APPHY 218: Electrical, Optical, and Magnetic Properties of Materials",spring,2013,APPHY,17,2.2,3.0
APPHY 235: Chemistry in Materials Science and Engineering,spring,2013,APPHY,30,2.5,3.5
APPHY 291: Electron Microscopy Laboratory,spring,2013,APPHY,10,2.1,4.0
APPHY 295A: Introduction to Quantum Theory of Solids,spring,2013,APPHY,18,3.4,4.1
"APPHY 50B: Physics as a Foundation for Science and Engineering, Part II",spring,2013,APPHY,28,2.4,4.1
ARABIC 130B: Upper-Level Classical Arabic II,spring,2013,ARABIC,5,3.8,4.8
ARABIC 131B: Upper-Level Modern Arabic II,spring,2013,ARABIC,25,2.6,4.6
ARABIC 132: Advanced Composition and Grammar Review,spring,2013,ARABIC,7,2.2,5.0
ARABIC 134: Colloquial Levantine Arabic,spring,2013,ARABIC,10,1.6,4.2
"ARABIC 241BR: Advanced Modern Arabic Bridge: Language, Literature, and Culture II",spring,2013,ARABIC,7,3.7,4.8
ARABIC 242BR: Arabic Five,spring,2013,ARABIC,5,2.2,4.0
ARABIC 250R: Islamic Theological Texts: Seminar,spring,2013,ARABIC,6,2.8,4.8
ARABIC A: Elementary Arabic,spring,2013,ARABIC,73,3.2,4.3
ARABIC BB: Intermediate Arabic II,spring,2013,ARABIC,38,3.1,4.0
ASTRON 100: Methods of Observational Astronomy,spring,2013,ASTRON,17,1.9,4.9
ASTRON 120: Stellar Physics,spring,2013,ASTRON,9,2.3,4.6
ASTRON 16: Stellar and Planetary Astronomy,spring,2013,ASTRON,38,2.5,4.0
ASTRON 189: Exoplanet Systems,spring,2013,ASTRON,6,2.8,4.5
ASTRON 193: Noise and Data Analysis in Astrophysics,spring,2013,ASTRON,18,3.5,4.2
ASTRON 201B: Interstellar Medium and Star Formation,spring,2013,ASTRON,14,2.5,3.6
ASTRON 300: Topics in Modern Astrophysics,spring,2013,ASTRON,55,4.4,4.9
ASTRON 301HF: Journal Club,spring,2013,ASTRON,40,1.1,4.3
ASTRON 302: Scientists Teaching Science,spring,2013,ASTRON,7,2.1,4.6
ASTRON 98: Research Tutorial in Astrophysics,spring,2013,ASTRON,8,3.7,4.5
ASTRON 99: Senior Thesis in Astrophysics,spring,2013,ASTRON,4,3.3,5.0
"BCMP 201: Biological Macromolecules: Structure, Function and Pathways",spring,2013,BCMP,28,2.5,3.0
BCMP 234: Cellular Metabolism and Human Disease,spring,2013,BCMP,30,1.9,3.8
BCMP 301QC: Translational Pharmacology,spring,2013,BCMP,19,2.2,4.5
"BCMP 307QC: Approaches to Drug Action, Discovery, and Design",spring,2013,BCMP,23,1.5,3.5
BCMP 309QC: Principles of Drug Action in Man,spring,2013,BCMP,24,1.5,2.4
BE 125: Tissue Engineering,spring,2013,BE,10,2.7,4.3
BE 91R: Supervised Reading and Research,spring,2013,BE,10,3.1,4.9
BIOPHYS 205: Computational and Functional Genomics,spring,2013,BIOPHYS,8,3.5,4.0
BIOPHYS 242R: Special Topics in Biophysics,spring,2013,BIOPHYS,19,1.2,4.5
BIOSTAT 231: Statistical Inference I,spring,2013,BIOSTAT,11,3.0,3.9
BIOSTAT 233: Methods II,spring,2013,BIOSTAT,14,4.3,3.8
BIOSTAT 238: Principles and Advanced Topics in Clinical Trials,spring,2013,BIOSTAT,14,2.2,3.8
BIOSTAT 244: Analysis of Failure Time Data,spring,2013,BIOSTAT,6,2.7,4.5
BIOSTAT 245: Analysis of Multivariate and Longitudinal Data,spring,2013,BIOSTAT,12,4.0,4.4
BIOSTAT 251: Statistical Inference II,spring,2013,BIOSTAT,10,3.2,2.8
BIOSTAT 297: Genomic Data Manipulation,spring,2013,BIOSTAT,9,3.6,2.8
BIOSTAT 298: Introduction to Computational Biology and Bioinformatics,spring,2013,BIOSTAT,1,2.0,3.0
BPH 210: Pathophysiology of Human Disease,spring,2013,BPH,6,1.8,4.2
BPH 301QC: Molecular Basis for Nutritional & Metabolic Diseases,spring,2013,BPH,5,1.8,4.8
CELLBIO 201: Molecular Biology of the Cell,spring,2013,CELLBIO,49,2.2,3.5
CELLBIO 207: Developmental Biology: Molecular Mechanisms of Vertebrate Development,spring,2013,CELLBIO,10,1.3,4.7
CELLBIO 212: Biology of the Cancer Cell,spring,2013,CELLBIO,28,1.6,4.0
CELLBIO 304QC: Introduction to Human Gross Anatomy,spring,2013,CELLBIO,7,,
CELLBIO 308QC: Introduction to Histology,spring,2013,CELLBIO,6,,
CELLBIO 309QC: Advanced Topics in Cell Biology,spring,2013,CELLBIO,5,1.5,5.0
CELLBIO 310QC: Current Topics in Cancer Biology Research,spring,2013,CELLBIO,5,3.5,5.0
CELTIC 114: Early Irish Historical Tales,spring,2013,CELTIC,46,1.4,4.0
CELTIC 119: The Gaelic World: 17th Century to the Present,spring,2013,CELTIC,15,1.8,4.4
CHEM 100R: Experimental Chemistry and Chemical Biology,spring,2013,CHEM,10,2.0,4.9
CHEM 135: Experimental Synthetic Chemistry,spring,2013,CHEM,17,3.7,4.1
CHEM 156: Chemistry of Positron Emission Tomography,spring,2013,CHEM,5,2.0,4.2
CHEM 158: Nanoscience and Nanotechnology,spring,2013,CHEM,32,1.3,3.9
CHEM 161: Statistical Thermodynamics,spring,2013,CHEM,24,2.6,3.2
CHEM 165: Experimental Physical Chemistry,spring,2013,CHEM,8,3.1,4.7
CHEM 20: Organic Chemistry,spring,2013,CHEM,93,3.6,4.5
CHEM 255: Practical Crystallography in Chemistry and Materials Science,spring,2013,CHEM,10,1.6,4.3
CHEM 27: Organic Chemistry of Life,spring,2013,CHEM,239,3.0,3.5
CHEM 301HF: Scientific Teaching and Communications: Practicum,spring,2013,CHEM,28,1.5,3.7
CHEM 40: Inorganic Chemistry,spring,2013,CHEM,46,3.5,4.1
CHEMBIO 2200: Introduction to Chemical Biology,spring,2013,CHEMBIO,16,1.2,2.8
CHNSE 106B: Introduction to Literary Chinese,spring,2013,CHNSE,19,2.2,4.5
CHNSE 107B: Intermediate Literary Chinese,spring,2013,CHNSE,7,1.5,4.8
CHNSE 120B: Intermediate Modern Chinese,spring,2013,CHNSE,56,2.7,4.8
CHNSE 123XB: Intermediate Modern Chinese for Advanced Beginners,spring,2013,CHNSE,24,3.5,4.8
CHNSE 130B: Advanced Modern Chinese,spring,2013,CHNSE,53,2.9,4.5
CHNSE 130XB: Advanced Modern Chinese for Heritage Students,spring,2013,CHNSE,21,2.8,4.6
CHNSE 140B: Advanced Readings in Modern Chinese,spring,2013,CHNSE,32,2.8,4.2
CHNSE 142B: Advanced Conversational Chinese,spring,2013,CHNSE,7,1.4,4.0
CHNSE 150B: Formal Chinese Writing and Speaking,spring,2013,CHNSE,8,2.7,4.7
CHNSE 163: Business Chinese,spring,2013,CHNSE,18,2.4,4.8
CHNSE 166R: Chinese in Humanities,spring,2013,CHNSE,7,3.1,5.0
CHNSE BB: Elementary Modern Chinese,spring,2013,CHNSE,91,2.8,4.7
CHNSHIS 185: Creating ChinaX--Teaching China's History Online,spring,2013,CHNSHIS,19,3.1,4.1
CHNSHIS 205: Chinese Political Thought of the Pre-Qin Period,spring,2013,CHNSHIS,2,21.5,5.0
CHNSHIS 229: Topics in Ming Intellectual History: Seminar,spring,2013,CHNSHIS,8,64.2,4.7
CHNSHIS 234: The Historiography of Early Chinese History,spring,2013,CHNSHIS,6,33.3,4.7
CHNSHIS 270A: Research Methods in Late Imperial Chinese History I: Seminar,spring,2013,CHNSHIS,10,94.2,4.4
CHNSLIT 114: Authority and the Claims of the Individual in Chinese Literary Culture,spring,2013,CHNSLIT,5,41.8,5.0
CHNSLIT 200: Research Methods in Pre-modern Chinese Literature--Proseminar,spring,2013,CHNSLIT,7,61.3,4.5
CHNSLIT 201B: History of Chinese Literature: 900-1900: Seminar,spring,2013,CHNSLIT,9,82.8,4.6
CHNSLIT 233: Lu Xun and East Asia: Seminar,spring,2013,CHNSLIT,6,63.3,5.0
CHNSLIT 267R: Topics in Tang Literature: Seminar,spring,2013,CHNSLIT,6,53.0,4.8
CLAS-HEB A: Elementary Classical Hebrew,spring,2013,CLAS-HEB,7,2.8,4.8
"CLASARCH 158: Ancient Sculpture: Display, Perception, and Context",spring,2013,CLASARCH,6,2.3,4.7
CLASARCH 159: Collecting the Past: Seminar,spring,2013,CLASARCH,3,2.0,5.0
CLASPHIL 226: Memories of the Roman Republic,spring,2013,CLASPHIL,11,2.9,4.9
CLASPHIL 263: Homer,spring,2013,CLASPHIL,4,3.3,4.7
CLASPHIL 294: Ancient Latin Scholarship,spring,2013,CLASPHIL,3,3.3,4.7
CLASSIC 98: Tutorial - Junior Year,spring,2013,CLASSIC,6,2.8,4.3
"CLS-STDY 135: To the Ends of the Earth: Geography, Ethnography, and Exploration in the Ancient World",spring,2013,CLS-STDY,19,2.1,4.9
CLS-STDY 150: Ovid's Metamorphoses and its Reception,spring,2013,CLS-STDY,11,1.7,4.6
CLS-STDY 97B: Roman Culture and Civilization,spring,2013,CLS-STDY,32,2.3,3.9
COMPLIT 256: Archeology of Modernity and Visual Culture,spring,2013,COMPLIT,9,2.5,3.2
COMPLIT 295: Frameworks in the Humanities: The Art of Listening,spring,2013,COMPLIT,8,2.1,4.2
COMPLIT 298: Allegory,spring,2013,COMPLIT,6,3.0,5.0
COMPLIT 396: Preparation for the General Examinations,spring,2013,COMPLIT,8,4.0,5.0
COMPSCI 124: Data Structures and Algorithms,spring,2013,COMPSCI,99,3.6,4.0
COMPSCI 148: Design of VLSI Circuits and Systems,spring,2013,COMPSCI,5,3.0,4.5
COMPSCI 152: Programming Languages,spring,2013,COMPSCI,28,2.9,4.4
COMPSCI 161: Operating Systems,spring,2013,COMPSCI,45,5.0,4.7
COMPSCI 171: Visualization,spring,2013,COMPSCI,92,3.3,3.3
COMPSCI 179: Design of Usable Interactive Systems,spring,2013,COMPSCI,46,2.8,3.8
"COMPSCI 181: Intelligent Machines: Perception, Learning, and Uncertainty",spring,2013,COMPSCI,134,3.2,2.4
COMPSCI 186: Economics and Computation,spring,2013,COMPSCI,43,2.9,3.9
COMPSCI 187: Computational Linguistics,spring,2013,COMPSCI,33,2.9,3.9
COMPSCI 1: Great Ideas in Computer Science,spring,2013,COMPSCI,78,2.5,4.0
COMPSCI 207: Systems Development for Computational Science,spring,2013,COMPSCI,26,3.3,4.5
COMPSCI 20: Discrete Mathematics for Computer Science,spring,2013,COMPSCI,49,2.4,3.9
COMPSCI 229R: Topics in the Theory of Computation,spring,2013,COMPSCI,20,3.7,4.4
COMPSCI 246: Advanced Computer Architecture,spring,2013,COMPSCI,10,2.3,4.3
COMPSCI 277: Geometric Modeling in Computer Graphics,spring,2013,COMPSCI,15,2.6,4.2
COMPSCI 280R: Advanced Topics in Artificial Intelligence,spring,2013,COMPSCI,11,3.0,4.8
COMPSCI 365: SEAS Teaching Practicum,spring,2013,COMPSCI,14,1.2,4.5
COMPSCI 51: Introduction to Computer Science II,spring,2013,COMPSCI,215,3.9,3.9
CULTBLF 17: Institutional Violence and Public Spectacle: The Case of the Roman Games,spring,2013,CULTBLF,24,2.0,4.7
CULTBLF 20: Reason and Faith in the West,spring,2013,CULTBLF,30,1.8,4.1
"CULTBLF 21: Pathways through the Andes - Culture, History, and Beliefs in Andean South America",spring,2013,CULTBLF,93,1.4,3.7
CULTBLF 35: Classical Mythology,spring,2013,CULTBLF,206,1.5,4.0
CULTBLF 42: Communism and the Politics of Culture: Czechoslovakia from the Prague Spring to the Velvet Revolutio,spring,2013,CULTBLF,18,2.3,4.3
CULTBLF 43: The World of Yiddish,spring,2013,CULTBLF,17,1.7,4.4
CULTBLF 45: The History of the English Language,spring,2013,CULTBLF,151,1.6,3.4
CULTBLF 53: Sacred and Secular Poetry,spring,2013,CULTBLF,14,1.7,3.4
"CULTBLF 55: Enlightenment Creations of the Self, Society, and Institutions",spring,2013,CULTBLF,27,2.3,4.5
CULTBLF 56: The Culture of Capitalism,spring,2013,CULTBLF,50,1.7,4.0
DRAMA 111: Acting: 20th Century Texts,spring,2013,DRAMA,14,1.3,3.7
DRAMA 114: Practical Aesthetics,spring,2013,DRAMA,16,1.4,4.5
DRAMA 118: Acting Alone: The Monologue,spring,2013,DRAMA,14,1.6,5.0
DRAMA 130R: Directing,spring,2013,DRAMA,9,2.0,4.7
DRAMA 131: Directing Lab,spring,2013,DRAMA,10,2.2,4.7
DRAMA 136: Designing for the Stage,spring,2013,DRAMA,10,1.7,4.2
DRAMA 165X: The Collaborative Process,spring,2013,DRAMA,20,1.2,4.5
DRAMA 166X: Producing New Work for the American Stage,spring,2013,DRAMA,12,1.6,4.6
DRB 330QC: Advanced Experimental Methods: Experimental Approaches to Developmental Biology,spring,2013,DRB,9,1.5,4.5
E-PSCI 109: Earth Resources and the Environment,spring,2013,E-PSCI,85,2.2,3.9
E-PSCI 132: Introduction to Meteorology and Climate,spring,2013,E-PSCI,3,2.3,3.3
E-PSCI 133: Atmospheric Chemistry,spring,2013,E-PSCI,8,2.2,4.3
E-PSCI 162: Hydrology and Environmental Geomechanics,spring,2013,E-PSCI,1,3.0,4.0
E-PSCI 182: Stratigraphy and Sedimentology,spring,2013,E-PSCI,9,2.0,4.8
E-PSCI 187: Low Temperature Geochemistry II: Modern and ancient biogeochemical processes,spring,2013,E-PSCI,3,2.0,5.0
E-PSCI 189: Analytical and Field Methods in Geobiology,spring,2013,E-PSCI,2,3.5,5.0
"E-PSCI 22: The Fluid Earth: Oceans, Atmosphere, Climate, and Environment",spring,2013,E-PSCI,24,1.4,3.4
E-PSCI 231: Climate Dynamics,spring,2013,E-PSCI,9,2.9,4.4
E-PSCI 261: Sea Level Change,spring,2013,E-PSCI,16,1.4,4.2
E-PSCI 272R: Topics in Structural Geology,spring,2013,E-PSCI,6,1.5,4.0
E-PSCI 274R: Field Geology,spring,2013,E-PSCI,3,2.5,5.0
E-PSCI 281R: Great Papers in Earth Sciences,spring,2013,E-PSCI,13,2.0,4.4
E-PSCI 56: Geobiology and the History of Life,spring,2013,E-PSCI,2,1.8,4.5
E-PSCI 74R: Field Experiences in Earth and Planetary Sciences,spring,2013,E-PSCI,10,2.2,4.2
EABS 256R: Chinese Buddhist Texts - Readings in Medieval Buddho-Daoist Documents: Seminar,spring,2013,EABS,7,53.2,5.0
EAFM 202: Rip and Tear--The Body as Moving and Moved Image in Japanese Film: Seminar,spring,2013,EAFM,8,72.1,4.7
EASTD 104: Contemporary Chinese Economy: Seminar,spring,2013,EASTD,8,81.6,3.8
EASTD 105: The Political Economy of Transition in China,spring,2013,EASTD,7,51.8,3.2
EASTD 121: Global Cities in East Asia,spring,2013,EASTD,15,42.4,4.6
EASTD 129: The World of the Three Kingdoms: Seminar,spring,2013,EASTD,9,72.0,4.7
EASTD 160: Writing Asian Poetry,spring,2013,EASTD,31,61.7,4.6
EASTD 97AB: Introduction to East Asian Civilizations,spring,2013,EASTD,37,32.5,3.8
ECON 1010B: Macroeconomic Theory,spring,2013,ECON,312,1.9,3.8
ECON 1011B: Macroeconomic Theory,spring,2013,ECON,88,1.9,3.5
ECON 1060: Contracts and Organizations,spring,2013,ECON,7,2.5,4.9
ECON 10: Principles of Economics,spring,2013,ECON,610,2.3,3.3
ECON 1123: Introduction to Econometrics,spring,2013,ECON,104,2.5,2.5
ECON 1127: Statistical Methods for Evaluating Causal Effects,spring,2013,ECON,77,3.2,4.5
ECON 1389: Economics of Global Health,spring,2013,ECON,32,2.0,4.3
ECON 1393: Poverty and Development,spring,2013,ECON,51,2.0,4.2
ECON 1410: Public Economics: Designing Government Policy,spring,2013,ECON,27,1.9,4.2
ECON 1661: Fundamentals of Environmental Economics and Policy,spring,2013,ECON,0,,
"ECON 1687: Advanced Economics of the Environment, Natural Resources, and Climate Change",spring,2013,ECON,0,,
ECON 1745: Corporate Finance,spring,2013,ECON,93,2.2,3.8
ECON 1760: Topics in Finance,spring,2013,ECON,28,2.3,4.2
ECON 1818: Economics of Discontinuous Change,spring,2013,ECON,78,1.4,3.2
ECON 2001: Research in Behavior in Games and Markets,spring,2013,ECON,8,3.0,4.5
ECON 2010B: Economic Theory,spring,2013,ECON,33,3.6,4.0
ECON 2010D: Economic Theory,spring,2013,ECON,32,3.4,4.0
ECON 2020B: Microeconomic Theory II,spring,2013,ECON,27,3.3,3.6
ECON 2052: Game Theory I: Equilibrium Theory,spring,2013,ECON,17,4.3,4.6
ECON 2087HFR: Advanced Topics in Theory,spring,2013,ECON,7,2.0,5.0
ECON 2092: History of Economic Thought II,spring,2013,ECON,10,1.2,5.0
ECON 2120: Introduction to Applied Econometrics,spring,2013,ECON,31,3.8,4.0
ECON 2140: Econometric Methods,spring,2013,ECON,60,3.3,4.5
ECON 2144: Advanced Applied Econometrics,spring,2013,ECON,16,2.1,3.7
ECON 2162: Research in Econometrics,spring,2013,ECON,6,1.0,5.0
ECON 2330: History and Human Capital,spring,2013,ECON,6,2.2,4.2
ECON 2390C: Development Economics II: Macroeconomic Issues,spring,2013,ECON,10,2.7,3.7
ECON 2450B: Public Economics and Fiscal Policy II,spring,2013,ECON,19,1.6,2.9
ECON 2480: Research in Public Economics and Fiscal Policy: Research Seminar,spring,2013,ECON,11,3.0,5.0
ECON 2490: The Economics of National Security Seminar,spring,2013,ECON,9,1.8,4.8
ECON 2530B: International Finance,spring,2013,ECON,6,3.3,4.0
ECON 2611: Industrial Organization II,spring,2013,ECON,9,3.0,4.0
ECON 2690HF: Environmental Economics and Policy Seminar,spring,2013,ECON,5,2.5,4.0
ECON 2725: Corporate Finance,spring,2013,ECON,21,2.8,4.4
ECON 2727: Empirical Methods in Corporate Finance,spring,2013,ECON,11,2.7,4.3
ECON 2770HF: Research in Financial Economics,spring,2013,ECON,12,3.0,5.0
ECON 2810B: Labor Economics and Labor Market Institutions,spring,2013,ECON,8,2.6,5.0
ECON 2812HF: Research in Labor Economics,spring,2013,ECON,15,1.5,4.5
ECON 2880: Economics of Science,spring,2013,ECON,17,1.6,4.6
ECON 2888R: Economics of Science and Engineering Workshop,spring,2013,ECON,9,1.6,4.9
ECON 3810CHFR: The Labor Economics Workshop,spring,2013,ECON,5,0.0,0.0
ECON 910R: Supervised Reading and Research,spring,2013,ECON,6,3.2,4.2
ECON 970: Tutorial - Sophomore Year,spring,2013,ECON,192,2.5,4.3
ECON 975: Tutorial - Theory Review,spring,2013,ECON,9,3.7,2.4
ECON 980B: Education in the Economy,spring,2013,ECON,13,2.6,4.8
ECON 980Y: The Economy of China,spring,2013,ECON,13,2.0,3.2
ECON 985L: Research in Development and Health Economics,spring,2013,ECON,10,4.1,4.9
ECON 985M: Research in Labor and Public Finance,spring,2013,ECON,11,3.7,3.5
ECON 985N: Research in Applied Microeconomics,spring,2013,ECON,7,3.2,4.0
ECON 985O: Research in Macro and International Economics,spring,2013,ECON,11,2.7,3.8
"ECON 985P: Research in Finance, Behavioral, and Experimental Economics",spring,2013,ECON,10,3.8,3.6
EGYPTIAN AA: The Language of the Pharaohs: Introduction to Egyptian Hieroglyphs I,spring,2013,EGYPTIAN,6,1.8,4.8
EMREAS 18: What are the Odds?,spring,2013,EMREAS,22,1.3,3.5
ENG-SCI 103: Spatial Analysis of Environmental and Social Systems,spring,2013,ENG-SCI,18,3.0,4.4
ENG-SCI 115: Mathematical Modeling,spring,2013,ENG-SCI,17,2.5,3.5
ENG-SCI 120: Introduction to the Mechanics of Solids,spring,2013,ENG-SCI,29,2.8,3.7
ENG-SCI 121: Introduction to Optimization: Models and Methods,spring,2013,ENG-SCI,49,3.4,4.1
ENG-SCI 123: Introduction to Fluid Mechanics and Transport Processes,spring,2013,ENG-SCI,49,2.5,3.5
ENG-SCI 150: Introduction to Probability with Engineering Applications,spring,2013,ENG-SCI,22,2.8,3.8
ENG-SCI 153: Laboratory Electronics,spring,2013,ENG-SCI,14,3.6,3.4
ENG-SCI 155: Biological Signal Processing,spring,2013,ENG-SCI,7,2.3,3.8
ENG-SCI 156: Signals and Systems,spring,2013,ENG-SCI,13,3.2,3.7
ENG-SCI 164: Soil and Environmental Chemistry,spring,2013,ENG-SCI,12,3.8,2.6
ENG-SCI 169: Seminar on Global Pollution Issues: Case Study of Mercury Biogeochemistry,spring,2013,ENG-SCI,5,2.2,4.4
ENG-SCI 173: Introduction to Electronic and Photonic Devices,spring,2013,ENG-SCI,19,2.1,4.4
ENG-SCI 177: Microfabrication Laboratory,spring,2013,ENG-SCI,6,2.0,4.4
ENG-SCI 183: Introduction to Heat Transfer,spring,2013,ENG-SCI,8,2.7,2.7
ENG-SCI 198R: Probability Applications in Social Engineering,spring,2013,ENG-SCI,7,3.6,4.3
ENG-SCI 1: Introduction to Engineering Sciences,spring,2013,ENG-SCI,9,2.0,3.8
ENG-SCI 20: How to Create Things and Have Them Matter,spring,2013,ENG-SCI,16,2.7,3.7
ENG-SCI 227: Medical Device Design,spring,2013,ENG-SCI,16,4.7,4.5
ENG-SCI 228: Biomaterials,spring,2013,ENG-SCI,14,2.7,3.5
ENG-SCI 229: Survey of Energy Technology,spring,2013,ENG-SCI,11,2.3,3.3
ENG-SCI 22: Design Survivor: Experiential Lessons in Designing for Desirability,spring,2013,ENG-SCI,29,2.6,3.4
